"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","SNOW","SNWD"
"USC00129427","WEST LAFAYETTE PURDU, IN US","40.41667","-86.91667","189.0","1950-06-11","0.00","0.0","0.0"
"USC00129427","WEST LAFAYETTE PURDU, IN US","40.41667","-86.91667","189.0","1950-06-12","0.00","0.0","0.0"
"USC00129427","WEST LAFAYETTE PURDU, IN US","40.41667","-86.91667","189.0","1950-06-13","0.03","0.0","0.0"
"USC00129427","WEST LAFAYETTE PURDU, IN US","40.41667","-86.91667","189.0","1950-06-14","0.70","0.0","0.0"
"USC00129427","WEST LAFAYETTE PURDU, IN US","40.41667","-86.91667","189.0","1950-06-15","0.20","0.0","0.0"
"USC00129427","WEST LAFAYETTE PURDU, IN US","40.41667","-86.91667","189.0","1950-06-16","0.82","0.0","0.0"
"USC00129427","WEST LAFAYETTE PURDU, IN US","40.41667","-86.91667","189.0","1950-06-17","0.80","0.0","0.0"
"USC00129427","WEST LAFAYETTE PURDU, IN US","40.41667","-86.91667","189.0","1950-06-18","0.05","0.0","0.0"
"USC00129427","WEST LAFAYETTE PURDU, IN US","40.41667","-86.91667","189.0","1950-06-19","0.76","0.0","0.0"
"USC00129427","WEST LAFAYETTE PURDU, IN US","40.41667","-86.91667","189.0","1950-06-20","0.01","0.0","0.0"
"USC00129427","WEST LAFAYETTE PURDU, IN US","40.41667","-86.91667","189.0","1950-06-21","0.00","0.0","0.0"
"USC00129427","WEST LAFAYETTE PURDU, IN US","40.41667","-86.91667","189.0","1950-06-22","0.00","0.0","0.0"
"USC00129427","WEST LAFAYETTE PURDU, IN US","40.41667","-86.91667","189.0","1950-06-23","0.01","0.0","0.0"
"USC00129427","WEST LAFAYETTE PURDU, IN US","40.41667","-86.91667","189.0","1950-06-24","0.00","0.0","0.0"
"USC00129427","WEST LAFAYETTE PURDU, IN US","40.41667","-86.91667","189.0","1950-06-25","1.89","0.0","0.0"
"USC00129427","WEST LAFAYETTE PURDU, IN US","40.41667","-86.91667","189.0","1950-06-26","0.00","0.0","0.0"
"USC00129427","WEST LAFAYETTE PURDU, IN US","40.41667","-86.91667","189.0","1950-06-27","0.00","0.0","0.0"
"USC00129427","WEST LAFAYETTE PURDU, IN US","40.41667","-86.91667","189.0","1950-06-28","0.00","0.0","0.0"
